,Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2
4629,6816,9,3.0,76.0764362284542,74.59121915695859,10.0,16,14.0,2010,0.31019913,B,B,11,2748,1,,0,0,B
2441,7699,61,1.0,39.68962407969543,20.98902999866805,7.0,4,14.0,1998,0.300322518,B,B,52,10311,6,,1,9,B
1235,8311,53,1.0,38.74789725849215,21.60202040694776,8.0,15,24.0,2020,0.049637257,B,B,34,7759,0,229.0,1,3,B
3711,13059,27,3.0,84.02537876290656,,15.0,4,17.0,1977,0.072157581,B,B,2,629,1,,0,0,A
4882,2725,58,3.0,92.85847490259478,90.4486281028277,1.0,5,3.0,2015,0.43788524,B,B,23,5735,3,1084.0,0,5,B
1639,3731,1,3.0,78.94872294755562,,1.0,5,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
146,3420,9,1.0,38.39566517656586,17.33154273240228,8.0,11,14.0,2010,0.31019913,B,B,11,2748,1,,0,0,B
4971,7819,97,1.0,39.606854972678654,20.475021507943865,9.0,14,12.0,1971,0.486245621,B,B,13,2514,19,,0,6,B
3656,2105,64,2.0,45.49324016030646,32.02256473486102,6.0,4,9.0,1974,0.135649789,B,B,46,7960,6,350.0,3,11,B
1185,4044,21,1.0,34.98847159773435,18.10320246804801,5.0,11,9.0,1969,0.194489265,B,B,47,8004,3,125.0,3,5,B
2824,5902,55,1.0,39.662177596058,14.512235501052508,10.0,11,12.0,1996,0.041365446,B,B,31,5569,0,,1,4,B
4920,14298,58,1.0,44.76168586553168,,0.0,17,17.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B
173,13241,61,1.0,40.57629621127623,19.17064321240808,10.0,6,22.0,1998,0.300322518,B,B,52,10311,6,,1,9,B
267,84,48,1.0,34.77677114839062,18.463897055672508,5.0,4,9.0,1981,0.041124634,B,B,46,9515,5,,1,10,B
2887,3242,6,1.0,40.28678712067378,,1.0,18,1.0,2015,0.243204519,B,B,5,1564,0,540.0,0,0,B
4204,14094,21,1.0,45.612502091484096,24.903593208429537,8.0,6,14.0,1993,0.194489265,B,B,47,8004,3,125.0,3,5,B
3703,3669,148,4.0,137.68958932390103,72.75173378895524,15.0,15,22.0,2012,0.313924552,B,B,22,4625,11,3855.0,2,10,B
4992,8834,81,1.0,36.848987281363954,23.48992992631429,10.0,5,12.0,1970,0.006076152,B,B,30,5285,0,645.0,6,6,B
1933,14812,82,2.0,53.75361995808358,33.54465162862525,9.0,4,12.0,1982,0.037316452,B,B,32,6748,93,562.0,4,10,B
4625,6322,8,1.0,35.282441197158064,18.22860281484161,6.0,7,12.0,1980,0.458174486,B,A,26,4439,1,1130.0,1,5,B
4663,6825,129,2.0,59.74679686871711,35.330093899556005,7.0,4,7.0,1940,0.020741326,B,B,24,5613,5,1340.0,2,5,B
1607,16036,23,2.0,63.35660436179922,,1.0,17,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
4765,4669,27,1.0,85.23154022644158,5.144774701033423,1.0,3,1.0,1977,0.017647053,B,B,2,469,0,,0,0,B
1272,9897,41,2.0,54.13232486276449,33.01516142531034,10.0,5,16.0,1985,0.175054867,B,B,36,10055,3,,1,0,B
1174,31,24,1.0,42.10351127275372,14.902370780710935,8.0,10,24.0,2015,0.111627393,B,B,50,12238,8,1970.0,2,3,B
3804,11973,30,1.0,50.68379054107131,,1.0,5,5.0,2017,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
1978,12795,27,2.0,84.56821306909708,85.01858113904669,12.0,6,6.0,1977,0.07542368,B,B,11,3097,0,,0,0,B
2929,9448,74,1.0,51.220307798433225,,1.0,5,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
3216,13944,99,2.0,48.876471556015794,31.489087158652204,6.0,4,9.0,1976,0.033493708,B,B,66,10573,1,1322.0,3,8,B
920,10260,6,2.0,66.36818566355153,,0.0,19,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
2886,3438,79,1.0,59.510718943915215,27.13282537744945,12.0,19,25.0,2012,0.307466659,B,A,30,5048,9,325.0,2,5,B
3033,1730,9,1.0,43.52120305928807,45.3108695228277,1.0,5,18.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B
651,11686,13,2.0,62.74593924762932,37.56275410689651,10.0,8,16.0,1981,0.090799103,B,B,74,19083,2,,5,15,B
4211,10789,101,1.0,39.196954412008864,23.29920167078564,9.0,14,12.0,1973,0.225824954,A,B,41,6558,7,1548.0,3,2,B
3743,783,61,1.0,34.2360316094451,18.477327316639126,5.0,5,5.0,1970,0.298204575,B,B,16,4048,3,,1,3,B
39,16384,1,2.0,52.77367106330114,52.91072182441317,10.0,6,17.0,2017,0.007122317,B,B,1,264,0,,0,1,B
2241,1143,154,2.0,66.10279529177947,37.9736030908449,13.0,21,25.0,2005,0.460556389,B,B,20,4386,14,,1,5,B
1602,537,1,1.0,44.3888367496905,44.03014966327058,1.0,11,24.0,1977,0.007122317,B,B,1,264,0,,0,1,B
31,3340,27,3.0,69.92193904856693,3.986052519691084,1.0,9,17.0,1977,0.211401214,B,B,9,1892,0,,0,1,B
318,632,27,1.0,48.7603390908081,,1.0,7,17.0,1977,0.017647053,B,B,2,469,0,,0,0,B
2789,682,77,1.0,38.04802776087352,20.22639295445145,8.0,10,16.0,1980,6.99893e-05,B,B,46,10309,1,240.0,1,16,B
9,8354,62,2.0,62.5937866412943,59.78684445263104,10.0,1,16.0,1981,0.002211665,B,B,39,7614,3,,1,5,A
2328,8009,151,3.0,58.07737891003951,48.30384409949928,6.0,10,9.0,1975,0.236108458,B,B,16,3893,27,,3,10,B
315,7734,129,1.0,36.205640925640544,19.572053389636096,9.0,11,12.0,1968,0.020741326,B,B,24,5613,5,1340.0,2,5,B
1571,3957,160,3.0,58.86282910003973,40.32216025434056,6.0,7,9.0,1979,0.0,B,B,39,8647,0,810.0,0,5,B
2697,11329,1,3.0,80.06660005122991,,1.0,17,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
1743,10883,13,1.0,42.592713111135055,25.258484462503905,8.0,3,9.0,2002,0.090799103,B,B,74,19083,2,,5,15,B
845,776,27,2.0,45.37888764454068,34.52689835823218,5.0,6,5.0,1978,0.051815435,B,B,5,1227,0,,0,0,B
3154,3555,93,2.0,58.24019529818271,33.757580221080296,9.0,13,24.0,2014,0.050900058,B,B,43,10621,1,30.0,2,3,B
3886,11147,27,4.0,136.2336667215908,,1.0,5,3.0,1977,0.07542368,B,B,11,3097,0,,0,0,B
170,7248,37,2.0,49.340231291020594,29.65153422163452,5.0,9,14.0,1973,0.178916796,B,B,18,3594,4,192.0,1,5,B
4788,7603,46,2.0,45.24631693381925,27.295713961641606,5.0,6,5.0,1965,0.188783766,B,B,31,6137,4,,0,1,B
2733,1778,105,2.0,38.87296589265351,25.509412247393627,5.0,9,9.0,1968,0.069660344,B,B,31,6119,4,,1,2,B
4810,16248,100,3.0,72.7845277966253,47.07649885158626,9.0,8,14.0,1977,0.200146802,B,B,23,3975,8,770.0,2,0,B
3039,14303,33,1.0,41.4385422224581,23.9424938812742,9.0,8,14.0,1971,0.050272014,B,B,21,4231,14,1020.0,0,3,B
3124,6012,58,2.0,43.493412982403605,26.838465456980487,6.0,11,12.0,1968,0.050755569,B,B,24,5469,1,145.0,0,1,B
3657,16065,94,2.0,54.17208655037579,31.40039804288849,7.0,13,17.0,2001,0.521867054,B,B,25,6149,0,,0,0,B
3890,9009,6,1.0,42.68116476379348,39.048610517023896,1.0,7,17.0,2016,0.243204519,B,B,5,1564,0,540.0,0,0,B
3830,7746,111,2.0,40.91014855596767,25.492626707040262,7.0,7,9.0,1965,0.1363303,B,B,30,6141,10,262.0,3,6,B
2681,907,100,1.0,30.89982461322368,22.445856001885748,5.0,5,8.0,1963,0.049863387,B,B,18,3746,9,75.0,3,1,B
2334,2609,53,1.0,42.17941896111,20.07535852856152,8.0,5,12.0,1986,0.313924552,B,B,22,4625,11,3855.0,2,10,B
1885,6252,53,1.0,42.35108108277896,22.67280698966259,8.0,1,12.0,1982,0.049637257,B,B,34,7759,0,229.0,1,3,B
4067,12131,173,3.0,87.68829804565483,58.43903983554578,11.0,2,6.0,1937,0.081943463,B,B,20,2738,20,,1,4,B
607,14049,58,2.0,45.91764782201653,31.72984793322341,5.0,1,9.0,1971,0.050755569,B,B,24,5469,1,145.0,0,1,B
754,11360,27,3.0,80.73977136034544,44.30166613225831,11.0,5,17.0,2007,0.07542368,B,B,11,3097,0,,0,0,B
3907,14462,6,2.0,61.61064227259608,,1.0,11,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
1108,3642,57,2.0,47.93619512775221,29.93650752089387,6.0,8,9.0,1974,0.133215333,B,B,49,11395,3,1406.0,3,4,A
1894,4976,52,2.0,45.87749808411965,30.578283348672443,5.0,9,9.0,1982,0.371148999,B,B,34,7065,1,750.0,2,5,B
3029,15724,78,3.0,74.08463916462037,46.70340758687666,8.0,4,25.0,2012,0.092290642,B,B,21,4346,2,165.0,1,2,B
4302,6453,29,1.0,33.566347659815925,20.65683038688094,5.0,5,5.0,1965,0.069660344,B,B,31,6119,4,,1,2,B
1820,8107,25,2.0,61.02149865816767,38.23932270416714,10.0,10,14.0,1994,0.069753361,B,B,53,13670,4,,1,11,B
1302,14381,91,2.0,52.24550037389147,31.479656790823302,10.0,14,12.0,1977,0.033493708,B,B,66,10573,1,1322.0,3,8,B
1999,6085,67,2.0,50.44753674096022,33.814943529287184,6.0,5,12.0,1978,0.0077202819999999,B,B,38,4788,2,,0,4,B
4353,618,27,3.0,46.75859082197714,5.385300628412235,1.0,23,25.0,2014,0.072157581,B,B,2,629,1,,0,0,A
1657,6204,116,2.0,70.63517108348367,43.27495081997448,6.0,7,6.0,1927,0.341071945,B,B,27,5664,48,2300.0,3,11,B
4852,7769,124,4.0,189.6795763834105,114.7086732256983,4.0,19,40.0,2013,0.174739084,B,B,17,3379,9,100.0,0,3,B
4811,11877,1,2.0,65.5039899716635,,1.0,5,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
2589,6044,88,3.0,86.65714338850424,,1.0,17,17.0,1977,0.127375905,B,B,43,8429,3,,3,9,B
1435,3800,75,3.0,80.11796960437113,45.95331390969378,10.0,12,17.0,2004,0.307466659,B,A,30,5048,9,325.0,2,5,B
2511,8,8,3.0,83.93034219763074,50.04931455301463,8.0,4,12.0,2007,0.092290642,B,B,21,4346,2,165.0,1,2,B
2948,7121,47,1.0,43.57518435677597,20.50939374295272,8.0,6,12.0,1977,0.101872465,B,B,23,4583,3,,3,3,B
4060,1738,1,3.0,83.76174533594072,,1.0,9,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
442,2273,37,3.0,81.26409040417501,44.60794641362168,12.0,8,17.0,2002,0.178916796,B,B,18,3594,4,192.0,1,5,B
3810,3366,27,1.0,41.23017380545201,22.45690460331869,8.0,3,17.0,2009,0.07542368,B,B,11,3097,0,,0,0,B
1447,137,28,1.0,35.70036057062758,18.25923264623059,9.0,6,12.0,1973,0.118537385,B,B,30,6207,1,1183.0,1,0,B
1873,839,34,1.0,54.67372278949247,24.67401110117239,14.0,9,22.0,2012,0.069753361,B,B,53,13670,4,,1,11,B
4735,14199,23,1.0,42.24123578321651,,1.0,15,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
3983,14304,128,1.0,37.19415789838301,20.4465895464994,8.0,2,17.0,1995,0.0,B,B,27,4798,0,30.0,2,8,B
4222,5860,1,1.0,49.11291550234776,,1.0,5,0.0,1977,0.007122317,B,B,1,264,0,,0,1,B
3148,5232,20,3.0,79.82224174724,47.23879671125329,10.0,13,17.0,2003,0.019508796,B,B,37,7687,11,176.0,5,5,B
519,7222,62,2.0,73.94376825257649,37.578155570154046,13.0,11,17.0,2014,0.072157581,B,B,2,629,1,,0,0,A
4146,3384,11,3.0,71.99063947254541,68.54914184365518,0.0,2,4.0,1977,0.012338886,B,B,35,5776,1,2078.0,2,4,B
3729,14794,9,2.0,48.23573085439865,30.228384997745856,5.0,3,12.0,1970,0.31019913,B,B,11,2748,1,,0,0,B
2535,12443,9,3.0,71.27490232906904,43.44001082750268,9.0,8,15.0,2011,0.161531741,B,B,25,5648,1,30.0,2,4,B
2932,11068,11,3.0,84.73759016013099,46.36080258728897,10.0,16,14.0,2000,0.0001696759999999,B,B,36,5992,0,,1,1,B
3198,5763,23,3.0,69.87765310865488,,1.0,1,16.0,2015,0.005767451,B,B,1,388,0,,0,0,B
2775,12579,6,1.0,41.404389537060936,,0.0,16,0.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
250,11229,9,2.0,52.11544851572794,34.813364647107875,8.0,2,14.0,1996,0.161531741,B,B,25,5648,1,30.0,2,4,B
3467,1048,1,2.0,65.36283658473874,,1.0,12,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
2618,1409,62,1.0,38.62292227707783,23.390206158565675,9.0,8,16.0,1979,0.002211665,B,B,39,7614,3,,1,5,A
263,6216,181,2.0,51.77749721731153,30.5830316595352,8.0,3,10.0,1976,0.0,B,B,30,7538,87,4702.0,5,5,B
3187,15813,9,1.0,42.59706639952206,19.76510157584913,8.0,13,14.0,2009,0.13012277,B,B,8,1986,0,,0,0,B
2874,1885,111,2.0,45.731584705228826,32.03710980434508,6.0,9,9.0,1970,0.135649789,B,B,46,7960,6,350.0,3,11,B
1191,10571,5,2.0,54.96951500459082,,1.0,24,1.0,1977,0.150817539,B,B,16,3433,4,2643.0,4,5,B
1445,7378,23,1.0,42.9949376026249,,1.0,5,4.0,1977,0.034656082,B,B,0,168,0,,0,0,B
351,8466,6,2.0,66.27001382580022,,0.0,13,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
1332,14262,17,2.0,39.14532025482227,24.03727112295172,7.0,14,19.0,1970,0.0,B,B,18,3374,5,620.0,1,2,B
764,16545,25,2.0,62.331385264356506,,0.0,14,25.0,1977,0.069753361,B,B,53,13670,4,,1,11,B
2311,6269,145,3.0,77.73784627391966,47.446026222326566,12.0,18,17.0,2005,0.246031548,B,A,22,3151,4,2715.0,3,3,B
1190,2115,62,2.0,74.84267846408036,,0.0,16,0.0,1977,0.072157581,B,B,2,629,1,,0,0,A
4850,1006,6,2.0,62.19617909916511,35.465934597202725,13.0,8,17.0,2012,0.243204519,B,B,5,1564,0,540.0,0,0,B
377,10544,105,1.0,39.39769472574144,22.276338220073733,10.0,9,12.0,1968,0.040242764,B,B,25,3478,11,2729.0,3,1,B
4319,14535,62,3.0,64.19588605946585,46.74645843223715,6.0,8,9.0,1972,0.002211665,B,B,39,7614,3,,1,5,A
3961,11010,27,2.0,66.44850258937556,62.4351282951365,10.0,10,17.0,2017,0.011654127,B,B,4,915,0,,0,0,B
1430,3537,23,1.0,30.23998115245942,28.56765217740916,0.0,7,9.0,2016,0.034656082,B,B,0,168,0,,0,0,B
128,13843,67,2.0,51.682261332764966,35.31000186274971,6.0,5,12.0,1980,0.100455735,B,B,43,7227,0,,1,6,A
4716,9438,5,1.0,34.34285683178473,21.832747872041928,5.0,5,5.0,1962,0.150817539,B,B,16,3433,4,2643.0,4,5,B
4618,8295,32,2.0,45.642627011496536,29.67343481455929,6.0,4,5.0,1971,0.135649789,B,B,46,7960,6,350.0,3,11,B
394,12528,21,1.0,36.95716462088589,21.68070204317732,6.0,5,6.0,1962,0.034331497,B,B,25,5487,3,,0,4,B
3634,14905,138,2.0,48.2927530743679,31.82870028042004,5.0,5,5.0,1960,0.195781053,B,B,23,5212,6,,3,2,B
1668,2316,23,1.0,35.20507623353827,,1.0,4,17.0,1977,0.034656082,B,B,0,168,0,,0,0,B
2297,9841,21,3.0,62.39438226560701,44.063216241349295,5.0,8,9.0,1970,0.194489265,B,B,47,8004,3,125.0,3,5,B
3831,62,37,2.0,44.13020457528306,25.850512885240175,5.0,5,5.0,1963,0.122190486,B,B,25,4724,2,1308.0,1,3,B
662,5241,46,3.0,67.52883809870292,48.13048682600203,5.0,7,9.0,1968,0.0,B,B,47,11319,0,1145.0,3,5,B
4329,11838,0,1.0,41.38516689233557,17.441228719064224,8.0,14,17.0,2011,0.006076152,B,B,30,5285,0,645.0,6,6,B
289,2003,8,2.0,44.68368246434741,28.31515388430829,5.0,4,9.0,1976,0.092290642,B,B,21,4346,2,165.0,1,2,B
2793,8533,27,1.0,42.76952139483762,42.72103866514149,10.0,8,20.0,2017,0.011654127,B,B,4,915,0,,0,0,B
1422,8667,34,3.0,80.13276169446789,44.546530233672094,10.0,24,22.0,2017,0.069753361,B,B,53,13670,4,,1,11,B
325,8086,30,1.0,38.5997459509462,,1.0,12,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
4018,10613,57,2.0,67.70883417480606,31.35136499114404,11.0,12,24.0,2005,0.090799103,B,B,74,19083,2,,5,15,B
2335,13601,6,1.0,42.098529972577865,5.948005138598387,1.0,18,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
3279,12117,57,3.0,59.76009197453868,40.077613335094775,5.0,9,9.0,1970,0.133215333,B,B,49,11395,3,1406.0,3,4,A
4819,8498,63,2.0,45.12053760395722,31.27502735927168,5.0,6,5.0,1961,0.23861713,B,B,26,3889,6,705.0,3,6,B
1098,12773,56,3.0,77.11700468014372,48.68733710538989,10.0,4,17.0,1988,0.0,B,B,23,5067,4,,2,6,B
1901,6343,53,1.0,35.77227631508761,20.554842478626117,6.0,6,9.0,1971,0.313924552,B,B,22,4625,11,3855.0,2,10,B
3020,1528,86,2.0,41.88413154527772,23.132604398785485,6.0,2,12.0,1965,0.161975568,B,A,31,7010,5,4508.0,3,7,B
3103,2326,9,2.0,58.98054297823158,32.94051745357633,8.0,14,14.0,1991,0.161531741,B,B,25,5648,1,30.0,2,4,B
2252,11920,47,3.0,85.36351000041765,84.81758188950768,1.0,3,25.0,1977,0.197367951,B,B,8,2423,1,32.0,0,1,B
2877,11357,9,2.0,62.45652078824277,,1.0,12,10.0,2017,0.161531741,B,B,25,5648,1,30.0,2,4,B
834,1566,29,1.0,31.498954134362425,17.640667056609907,6.0,6,9.0,1977,0.069660344,B,B,31,6119,4,,1,2,B
1085,15101,1,3.0,84.90103700601648,,0.0,13,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
3638,11456,23,2.0,68.60484668763101,66.39706600179922,1.0,22,20.0,1977,0.034656082,B,B,0,168,0,,0,0,B
3978,653,30,2.0,39.112929101577365,,1.0,16,1.0,2015,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
4888,14548,74,2.0,68.64332663658429,,1.0,7,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
2903,4723,95,1.0,45.542939964666616,,0.0,6,0.0,1977,0.0006991189999999,B,B,14,3369,24,4129.0,0,3,B
1068,5102,103,3.0,52.30670258670207,35.36560211641908,6.0,6,5.0,1963,0.151346216,B,A,32,5889,10,830.0,4,1,B
4024,4007,121,3.0,72.55033572802222,48.43556594355172,7.0,8,16.0,1977,0.212515361,B,B,19,3293,16,628.0,3,7,B
4198,14149,80,1.0,39.76106332210328,21.607034519030663,10.0,21,22.0,1990,0.0,B,B,39,8647,0,810.0,0,5,B
1352,11584,23,3.0,102.49174921370896,,1.0,26,25.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
319,16221,23,3.0,69.37112564270639,,1.0,3,3.0,1977,0.005767451,B,B,1,388,0,,0,0,B
4604,2924,74,2.0,72.11875311629187,,1.0,5,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
1203,8848,7,2.0,46.94882213068532,34.991728034968965,6.0,8,12.0,1976,0.130617806,B,B,39,10418,9,900.0,1,9,B
4324,8469,167,3.0,50.90270728796192,33.92377006433001,5.0,4,5.0,1956,0.050272014,B,B,21,4231,14,1020.0,0,3,B
3716,2122,6,1.0,40.88120881819028,,1.0,15,1.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
2679,16689,101,1.0,38.69628292673402,21.149374353693304,9.0,12,12.0,1970,0.038692987,B,B,28,6533,1,1015.0,2,5,B
25,14686,1,3.0,77.22988533763153,79.95868472952998,1.0,18,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
3145,10028,69,3.0,75.9558882819494,48.91518203180487,10.0,8,16.0,1984,0.000991363,B,B,33,6783,3,,1,9,B
2197,1839,13,3.0,74.56481549177167,43.0006479231948,9.0,11,17.0,2001,0.090799103,B,B,74,19083,2,,5,15,B
517,4134,9,3.0,66.99652234085981,41.69985846886339,8.0,6,12.0,1980,0.136244425,B,B,11,2370,0,,0,1,B
3065,15653,11,1.0,34.709104561285336,18.6907558630974,5.0,1,5.0,1977,0.0001696759999999,B,B,36,5992,0,,1,1,B
2801,7264,27,3.0,47.6455506446457,,0.0,26,25.0,1977,0.072157581,B,B,2,629,1,,0,0,A
4373,7640,6,3.0,83.59925843840603,46.442016816036165,9.0,17,17.0,2016,0.243204519,B,B,5,1564,0,540.0,0,0,B
2807,14506,58,2.0,65.66502548393277,64.30984311018354,1.0,4,3.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B
181,256,6,1.0,38.87052458458938,41.17281447031687,1.0,9,1.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
4954,4047,168,3.0,92.02029339171308,42.53338892459912,22.0,2,2.0,2018,0.341071945,B,B,27,5664,48,2300.0,3,11,B
3909,14496,30,2.0,63.17771031072106,,1.0,4,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
107,7730,18,1.0,38.68917519174993,22.16463706899087,8.0,2,14.0,1988,0.0,B,B,30,5562,0,,0,5,A
4541,111,1,2.0,54.64547704768722,,1.0,15,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
3116,9818,53,3.0,81.5544794171576,52.30931760461256,10.0,8,25.0,2016,0.049637257,B,B,34,7759,0,229.0,1,3,B
3933,12463,39,3.0,61.35138988769325,47.40526848353405,5.0,8,9.0,1971,0.428825818,B,B,25,5011,8,730.0,0,2,B
2372,450,27,2.0,66.23566238810594,,0.0,2,0.0,1977,0.072157581,B,B,2,629,1,,0,0,A
3690,14190,6,2.0,60.09887473779605,,1.0,17,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
736,10617,6,2.0,65.7063870935295,,1.0,14,1.0,2014,0.243204519,B,B,5,1564,0,540.0,0,0,B
1310,13672,6,2.0,60.85498628715335,,0.0,4,0.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
1961,5793,82,2.0,46.80244397331724,28.906196969169606,6.0,3,12.0,1977,0.037316452,B,B,32,6748,93,562.0,4,10,B
3041,9095,27,2.0,64.99957793764446,,0.0,12,17.0,1977,0.011654127,B,B,4,915,0,,0,0,B
1317,4819,31,3.0,61.22696118742204,49.0405886972996,5.0,4,5.0,1960,0.151346216,B,A,32,5889,10,830.0,4,1,B
411,11199,41,2.0,48.10559143801014,30.55838550895391,5.0,7,9.0,1971,0.175054867,B,B,36,10055,3,,1,0,B
4483,13908,22,1.0,33.819658796584314,21.85062639653824,5.0,6,5.0,1967,0.133215333,B,B,49,11395,3,1406.0,3,4,A
1289,4527,63,2.0,48.76506918468134,35.61597404846713,8.0,14,12.0,1970,0.23861713,B,B,26,3889,6,705.0,3,6,B
4501,2756,119,1.0,42.78728901432349,21.071057961100163,10.0,15,23.0,2006,0.333891544,B,B,30,6564,1,,0,0,B
641,5816,8,2.0,46.1134724644221,33.406669594678405,5.0,6,5.0,1971,0.43788524,B,B,23,5735,3,1084.0,0,5,B
4420,8651,27,1.0,46.76144131078764,,0.0,12,0.0,1977,0.072157581,B,B,2,629,1,,0,0,A
3183,14087,48,3.0,99.61588199913928,,1.0,8,8.0,2014,0.041124634,B,B,46,9515,5,,1,10,B
4314,14217,58,2.0,66.2596678437732,34.05873535715508,12.0,14,17.0,2011,0.050755569,B,B,24,5469,1,145.0,0,1,B
3514,12912,134,2.0,64.71121973020472,62.19484091633999,1.0,3,17.0,2017,0.212515361,B,B,19,3293,16,628.0,3,7,B
1275,3162,94,3.0,60.16070169698512,45.10268597647149,5.0,3,9.0,1970,0.282797669,B,B,33,8667,2,,0,6,B
1157,7638,53,3.0,80.41686352582073,80.40593351836998,1.0,5,18.0,2016,0.049637257,B,B,34,7759,0,229.0,1,3,B
3403,9767,64,1.0,35.75003590027095,22.91234215199208,6.0,5,9.0,1968,0.135649789,B,B,46,7960,6,350.0,3,11,B
3577,7306,23,2.0,64.56592977765885,,1.0,14,25.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
3453,4393,155,3.0,78.92966137353633,53.51871850151787,6.0,3,5.0,1959,0.042307271,B,B,17,2810,9,4849.0,3,6,B
3416,6626,6,1.0,80.63869819599688,1.868776445569173,1.0,3,1.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
1847,10080,3,2.0,54.691701518924205,33.445546649176805,9.0,11,12.0,1973,0.050900058,B,B,43,10621,1,30.0,2,3,B
1715,9656,93,2.0,64.51110394906671,37.847813097024606,11.0,5,17.0,2011,0.041116354,B,B,53,14892,4,,1,4,B
1358,1210,156,2.0,61.26185113436299,35.55749544272813,12.0,12,17.0,2010,0.007658515,B,B,35,7077,56,2301.0,3,19,B
3748,178,73,2.0,59.42386605515657,33.10080860356411,7.0,4,5.0,1959,0.042031587,B,B,37,6856,84,1940.0,2,5,B
850,8169,61,2.0,66.23281408100944,,0.0,5,0.0,1977,0.300322518,B,B,52,10311,6,,1,9,B
4448,10929,48,1.0,40.76789229479071,37.236548497599394,1.0,20,19.0,2017,0.041124634,B,B,46,9515,5,,1,10,B
493,6611,99,2.0,44.59432542019106,31.89406810196852,5.0,1,9.0,1969,0.033493708,B,B,66,10573,1,1322.0,3,8,B
3942,5349,27,1.0,47.1248445472182,44.75835548189686,1.0,15,14.0,2016,0.072157581,B,B,2,629,1,,0,0,A
2837,8658,62,2.0,44.46095339377197,30.5542739945902,5.0,4,5.0,1974,0.072157581,B,B,2,629,1,,0,0,A
2423,4518,48,2.0,53.99899058847917,34.593313464224714,9.0,15,16.0,1984,0.041124634,B,B,46,9515,5,,1,10,B
2231,14083,2,3.0,64.02660237716789,41.23336778578632,8.0,4,14.0,1997,0.309479124,B,B,35,7715,4,990.0,0,6,B
3207,13563,180,2.0,61.5800839225731,39.647901682300414,6.0,10,16.0,1974,0.037316452,B,B,32,6748,93,562.0,4,10,B
4796,3520,83,1.0,44.05236661286487,23.189031883359963,8.0,7,12.0,1978,0.0077202819999999,B,B,38,4788,2,,0,4,B
4842,326,58,1.0,37.917701862362605,22.1901873202914,9.0,10,16.0,1975,0.050755569,B,B,24,5469,1,145.0,0,1,B
815,10748,27,2.0,64.25160382004853,34.3833393777631,1.0,16,16.0,2015,0.017647053,B,B,2,469,0,,0,0,B
1827,12580,6,2.0,60.2940459067204,61.46309530381856,1.0,26,19.0,2016,0.243204519,B,B,5,1564,0,540.0,0,0,B
235,2143,1,1.0,39.39922586463676,,1.0,15,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
125,15158,53,2.0,47.83518682937448,33.700119564717234,6.0,10,9.0,1967,0.049637257,B,B,34,7759,0,229.0,1,3,B
1550,316,23,1.0,53.706092584251145,49.49378812051457,1.0,7,9.0,1977,0.014072961,B,B,2,475,0,,0,0,B
3461,10674,6,1.0,62.38667783947727,31.13131830882121,1.0,8,7.0,2016,0.243204519,B,B,5,1564,0,540.0,0,0,B
3424,1482,1,3.0,75.49803151907433,46.81412163084576,11.0,14,17.0,2013,0.007122317,B,B,1,264,0,,0,1,B
2093,1359,6,2.0,60.072328057408654,,15.0,20,25.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
